season,episode,character,line
S03,E13,Rachel," Yeah, I know. I had the greatest day though, I got to sit in on the meeting with the reps from Calvin Klien. I told my boss I liked this line of lingerie, she ordered a ton of it. How was your day?"
S03,E13,Joey, I discovered I’m able to count all of my teeth using just my tongue.
S03,E13,Rachel," Hmm.  Umm, why do you have a copy of The Shining in your freezer?"
S03,E13,Joey," Oh, I was reading it last night, and I got scared, so."
S03,E13,Rachel," But ah, you’re safe from it if it’s in the freezer?"
S03,E13,Joey," Well, safer. Y'know, I mean I never start reading The Shining, without making sure we’ve got plenty of room in the freezer, y'know."
S03,E13,Rachel, How often do you read it?
S03,E13,Joey, Haven’t you ever read the same book over and over again?
S03,E13,Rachel," Well, umm, I guess I read Little Women more than once. But I mean that’s a classic, what’s so great about The Shining?"
S03,E13,Joey," The question should be Rach, what is not so great about The Shining. Okay? And the answer would be: nothing. All right? This is like the scariest book ever. I bet it’s way better than that classic of yours."
S03,E13,Rachel," Okay. Ah, well we’ll just see about that, okay. I will read The Shining,  and you will read Little Women."
S03,E13,Joey," All right, you got it."
S03,E13,Rachel, All right.
S03,E13,Joey, Okay.
S03,E13,Rachel, Okay.
S03,E13,Joey," Ah, now Rach, these ah, these little women."
S03,E13,Rachel, Yeah.
S03,E13,Joey," How little are they? I mean, are they like scary little?"
S03,E13,Phoebe," Um, Chandler, Ross, this is Robert."
S03,E13,Chandler," Oh, hey."
S03,E13,Ross, Hey.
S03,E13,Phoebe,"  You’ve have lipstick right here . That’s okay, it’s mine, we just kissed."
S03,E13,Ross, Oh.
S03,E13,Chandler,"  So ah, isn’t a bit cold out for shorts?"
S03,E13,Chandler," Right, right. Sometimes you guys just burst into flames."
S03,E13,Chandler,"  I’m up! I’m up, I’ve gotten up now! Anybody ah, want anything?"
S03,E13,Phoebe, I’ll have coffee.
S03,E13,Ross," Yeah, make that three."
S03,E13,Chandler," Okay Ross, why don’t you come with me?"
S03,E13,Ross," Okay.   What ah, what is the matter with you? What’s going on?"
S03,E13,Chandler, Robert’s coming out.
S03,E13,Ross," What, what do you mean, what? Is he gay?"
S03,E13,Chandler, No. He.....he’s coming out of his shorts.
S03,E13,Ross, What?!
S03,E13,Chandler, The man is showing brain.
S03,E13,Ross," Are you sure?  Hold on.  I’m sorry you guys, that was a coffee and a...."
S03,E13,Ross, Okay.
S03,E13,Ross," No, no, that won’t be ah, that won’t be necessary "
S03,E13,Chandler,  Wellll?
S03,E13,Ross," Yeah, yeah, yeah!"
S03,E13,Chandler, What do we do? What do we do?
S03,E13,Ross," Well, I suppose we just try to not look directly at it."
S03,E13,Chandler, Like an eclipse.
S03,E13,Monica," You say ‘Thank you very much,’ and then you buy me something pretty. Come on, we’re gonna put are hands in this bowl, and we’re gonna start squishing the tomatoes."
S03,E13,Monica, You touch people’s eyeballs every day and this feels weird.
S03,E13,Monica, Oops.
S03,E13,Monica, Gotta keep squishing.
S03,E13,Monica, Okay.
S03,E13,Monica," Oh, gosh, you got some on your shirt."
S03,E13,Monica," Hold on a second, just put a little club soda on it  and it should umm, be....."
S03,E13,Monica," Umm, you’ve got some on your pants."
S03,E13,Joey, These little women. Wow!
S03,E13,Chandler," Your liking it, huh?"
S03,E13,Joey, Oh yeah! Amy just burned Jo’s manuscript. I don’t see how he could ever forgive her.
S03,E13,Ross," Umm, Jo’s a girl, it’s short for Josephine."
S03,E13,Joey, But Jo’s got a crush on Laurie.  Oh. You mean it’s like a girl-girl thing? ‘Cause that is the one thing missing from The Shining.
S03,E13,Chandler," No, actually Laurie’s a boy."
S03,E13,Joey, No wonder Rachel had to read this so many times.
S03,E13,Phoebe, Hey!
S03,E13,Chandler, Hey.
S03,E13,Ross," Hey! How’d the ah, basketball go?"
S03,E13,Phoebe," Oh, okay, I learned how to shoot a lay-up, a foul shot, and a twenty-three pointer."
S03,E13,Chandler, You mean a three pointer?
S03,E13,Phoebe," Oh, I get more because I’m dainty."
S03,E13,Phoebe," Yeah, in the back. You want a quarter?"
S03,E13,Joey,"  What are you doing?  Get back over on your side of the...  Hello!!  Hi, I’m Joey, we haven’t met."
S03,E13,Phoebe," What?  What? You guys, what is going on? You not like Robert?  Why are you laughing?!"
S03,E13,Ross, Calm down. There’s no reason to get testy.
S03,E13,Phoebe, You guys!! Come on!
S03,E13,Chandler," I’m sorry, I’m sorry, it just seems that Robert isn’t as concealed in the shorts area, as ah, one may have hoped."
S03,E13,Phoebe, What do you mean?
S03,E13,Phoebe, Hey.
S03,E13,Joey," Hey Robert, could you ah, ha, pass me those cookies?"
S03,E13,Monica," So, how’d the lasagne go over?  Really?! Good. So you owe me three pretty things.  Yeah, I’ve been thinking a lot about you too.  I know. It’s hard this whole platonic thing.  It’s a word!"
S03,E13,Monica," Yeah, I do think it’s better this way.  Yeah, we’re being smart.   Yes, I’m sure."
S03,E13,Monica, I’ll call you back. 
S03,E13,Monica, So we can be friends who sleep together.
S03,E13,Monica," Sounds smart and healthy to me. So um, just out of curiosity, um, do you currently have any other racquetball buddies?"
S03,E13,Monica, Oh.
S03,E13,Monica, No!  No!
S03,E13,Monica," ‘Cause if you do that means you’d be cancelling it for me, and we’re just friends."
S03,E13,Phoebe, Hey. Ooh! Don’t sit down!
S03,E13,Phoebe," Yeah. And, first here’s a gift."
S03,E13,Chandler," Stretchy pants! Why, those are the greatest things in the world! If I were you I would wear them every day, every day!"
S03,E13,Phoebe," That’s all right, that’s well, I figured.... "
S03,E13,Joey, Hey!  How’s it going?
S03,E13,Ross, Good.
S03,E13,Joey," Hey, Rach, how you doing with The Shining?"
S03,E13,Rachel," Oh, Danny just went into room 217."
S03,E13,Joey," Oooh, the next part’s the best, when that dead lady in the bathtub..."
S03,E13,Rachel," Oh, no, meh-nah-nah-nah, come on you’re gonna ruin it!"
S03,E13,Joey, All right I’ll talk in code.  Remember when the kid sees those two blanks in the hallway?
S03,E13,Chandler," Hmmm, that’s very cool."
S03,E13,Joey," Oh, all blank, and no blank, make’s blank a blank blank. Oh no-no-no, no, the end when Jack almost kills them all with that blank, but then at last second they get away. Aww!"
S03,E13,Rachel, Joey! I can’t believe you just did that!
S03,E13,Chandler, I can’t believe she cracked your code!
S03,E13,Rachel," All right, okay, Laurie proposes to Jo, and she says no, even though she’s still in love with him, and then he ends up marring Amy."
S03,E13,Joey," Hey! Mine was by accident! All right, the boiler explodes and destroys the hotel, and kills the dad."
S03,E13,Rachel, Eh. Beth dies.
S03,E13,Joey," Beth, Beth dies?"
S03,E13,Rachel, Um-hmm.
S03,E13,Joey, Is that true? If I keep reading is Beth gonna die?
S03,E13,Chandler," No, Beth doesn’t die, she doesn’t die. Does she Rachel?"
S03,E13,Rachel, What?!
S03,E13,Ross, Joey’s asking if you’ve just ruined the first book he’s ever loved that didn’t star Jack Nicholson?
S03,E13,Rachel, No. She doesn’t die.
S03,E13,Joey, Then why would you say that?!
S03,E13,Rachel," Because, I wanted to hurt you."
S03,E13,Rachel,  Oh my....
S03,E13,Monica, Hi.
S03,E13,Rachel,  Sorry. I’m sorry.
S03,E13,Monica," You would not believe my day! I had to work two shifts, and then to top it off, I lost one of my fake boobs,  in a grill fire."
S03,E13,Monica, What are you smiling at?
S03,E13,Rachel," I’m sorry, I was just thinking you’re day could still pick up."
S03,E13,Monica," Yeah, right."
S03,E13,Monica, I love this friend thing!
S03,E13,Phoebe," Listen, Robert’s gonna be here any second so, will one of you just tell him?"
S03,E13,Ross, Oh.
S03,E13,Phoebe," Please, right now, no, every time I see him it’s like ‘Is it on the lose?’ ‘Is it watching me?’"
S03,E13,Chandler," We can’t tell him, you can’t go up to a guy you barely know and talk about his.... stuff."
S03,E13,Ross," He’s right, even if it’s to say something complementary. "
S03,E13,Phoebe, Hey.
S03,E13,Phoebe," No, I can spot you from here."
S03,E13,Phoebe," Okay, listen Robert..."
S03,E13,Ross,"  Hey, don’t we have to..."
S03,E13,Chandler," Yeah, we got, um-hmm."
S03,E13,Phoebe," Umm, I think you’re really, really great..."
S03,E13,Phoebe," I-I-I-I-I don’t know, I don’t know what to say."
S03,E13,Monica, Ow!
S03,E13,Monica, Oh my God! Oh my God! 
S03,E13,Monica,"  So um, who was she?"
S03,E13,Monica,"  Did you like her? And I’m just asking as a friend, because I am totally fine with this."
S03,E13,Monica,"  Okay, y'know what, I’m not fine, I’m not. I mean how can I be fine, hearing you come in with her, she wants to see your bedroom....  Y'know what, what if we’re friends who don’t see other people?"
S03,E13,Monica," Why not?! I mean this has been the most amazing week. Would it be so terrible? Even if we were friends who lived together. Or, maybe someday friends who stood up in front of their other friends, and vowed to be friends forever."
S03,E13,Monica," That’s not true, you don’t have a moustache."
S03,E13,Monica," Y'know what, I’ve got to walk out of here right now, ‘cause getting over you is the hardest thing that I have ever had to do. I don’t think I could do it again."
S03,E13,Monica, How ‘bout one last game of racquetball?
S03,E13,Monica, Watch the thorns!
S03,E13,Rachel, What?
S03,E13,Joey," Beth is really, really sick."
S03,E13,Rachel, Awwww.
S03,E13,Joey," Jo’s there, but I don’t think there’s anything she could do."
S03,E13,Rachel, Joey?
S03,E13,Joey, Yeah.
S03,E13,Rachel, Do you want to put the book in the freezer?
S03,E13,Joey,  Okay.
S03,E13,Rachel, Okay.
S03,E14,Joey, Wow! This girl is good.
S03,E14,Phoebe," Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before."
S03,E14,Chandler, I like her.
S03,E14,Phoebe,  Why? Because she can sing and play guitar and do both at the same time?
S03,E14,Chandler," Well, that’s pretty much all I’m looking for from these people."
S03,E14,Monica,  Look at you. All jealous.
S03,E14,Ross," Yeah Pheebs, come on, you two have completely different styles. Y'know, she’s more.. y'know, and you’re more "
S03,E14,Phoebe," Okay, see, see, everyone else is happy she’s done."
S03,E14,Phoebe," Oh no, one of those ‘look for the hidden meaning’ songs."
S03,E14,Phoebe," Hey Leslie, how’d you know I’d be here?"
S03,E14,Chandler,"  All right listen, I have to go to the bathroom, but if the place with the big fish comes up again. I’d like know whether that’s several big fish or just one big fish."
S03,E14,Joey,"  So ah, Phoebe tells us you write jingles."
S03,E14,Phoebe, Actually I said she abandoned me to write jingles.
S03,E14,Joey,"  Ah, anything we might of heard of?"
S03,E14,Joey,"Monica, Ross, and   Home is Home Star stew."
S03,E14,Phoebe," Hmm, bummer."
S03,E14,Phoebe, No. But thanks.
S03,E14,Phoebe, Okay. No. But thanks.
S03,E14,Joey,"  Wow, that was kinda brutal."
S03,E14,Phoebe," Well okay, let this be a lesson to all of you, all right. Once you, once you betray me, I become like the ice woman, y’know. Very cold, hard, unyielding, y'know nothing, nothing can penetrate this icy exterior.  Can I have a tissue, please?"
S03,E14,Monica," Yeah, sure."
S03,E14,Chandler, No. This is just part of a dare devil game that I play called ‘wait until the last moment before I burst and die.’
S03,E14,Chandler," Jeez, man did you fall.. Hi! So ah, did ya, did-did-did ya fall high?"
S03,E14,Chandler,"  Y'know what Gunther, go ah, go ahead, I’m-I’m talking to ah, .  This is the part where you say your name."
S03,E14,Chandler," Ginger. I’m talking to Ginger, so...."
S03,E14,Chandler," Nope, nope, I’d just ah, I’d rather talk to you.  Yes, I do. Yes, I do have to go to the bathroom. "
S03,E14,Phoebe, Where’s Chandler?
S03,E14,Joey," Ah, he can’t make it, he said he had to his...  Whoa-oh! "
S03,E14,Joey," Phew, close one."
S03,E14,Ross, Hi.
S03,E14,Rachel," Hi, sweetie!"
S03,E14,Ross, Hello.
S03,E14,Ross," Yeah, huh."
S03,E14,Rachel, I’ve got some bad news.
S03,E14,Ross, What?
S03,E14,Rachel," I can get a quick bite to eat, but then I have to come back up here."
S03,E14,Ross," Come on sweetie! You’ve had to work late every night for the past two weeks, what is it this time?"
S03,E14,Ross,"  But work comes first!  Oh hey, but that’s sad about you though, what happened? Burn out? Burn all out, did ya?"
S03,E14,Rachel," Nooo, he’s leaving for a better job."
S03,E14,Ross," Oh well that’s great, so I guess this is ah, this is good bye then. Huh?  Good bye."
S03,E14,Ross, Okay.
S03,E14,Rachel, Well we’re gonna miss you around here.
S03,E14,Rachel," Yeah, you bet."
S03,E14,Phoebe, Oh. 
S03,E14,Monica, Y'know those are a delicacy in India.
S03,E14,Phoebe," Yeah, that was Leslie calling again to see if we can get back together. That’s the twentieth time today! And good luck Leslie!"
S03,E14,Monica," Wow, she must have hurt you pretty bad, huh?"
S03,E14,Phoebe," Well, yeah. Y'know, we were best friends, ever since we were little, our Moms worked on the barge together."
S03,E14,Monica," Oh, you two must have been so cute running around on a barge."
S03,E14,Phoebe, You never run on a barge!
S03,E14,Joey,  Hey.
S03,E14,Monica,Phoebe and  Hey.
S03,E14,Joey," Is ah, is Chandler around?"
S03,E14,Monica," No, umm, he met some girl at the coffee house."
S03,E14,Joey, Oooh.
S03,E14,Monica," Yeah, Ginger something."
S03,E14,Joey," Nooo. No, no, ah, are you sure it wasn’t something that sounded like Ginger, like ah, Gingeer?"
S03,E14,Monica," No, it was Ginger. I remember, because when he told me, I said,  ‘the movie star.’"
S03,E14,Joey," Aww, man. That’s the girl I was hiding from. When she finds out he’s my roommate, she’s gonna tell him what I did."
S03,E14,Monica," Well, what did you do?"
S03,E14,Joey," What, oh, oh, oh, no, no, I can’t, I can’t tell you that, it’s like the most awful, horrible thing I’ve ever done my whole life."
S03,E14,Monica," Y'know what, don’t tell us. We’ll just wait until Chandler gets home,  because it’ll be more fun that way."
S03,E14,Joey," All right!! Okay, it was like four years ago. Okay, Ginger and I had gone out a few times, and then this one weekend, we went up to her Dad’s cabin. Just me, her, and her annoying little dog Pepper. Well that night, I cooked this really romantic dinner...."
S03,E14,Monica, You gave her food poisoning!?
S03,E14,Joey," I wish. No. After dinner, me, her, and Pepper all fell asleep in front of the fire. Well I woke up in the middle of the night and I saw that the fire was dying out. So, I picked up a log and threw it on. Or, at least what I thought was a log."
